"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-01-08","0.00","0.0","0.0",,"77","51"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-01-09","0.00","0.0","0.0",,"65","45"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-01-10","0.00","0.0","0.0",,"66","36"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-01-11","0.00","0.0","0.0",,"70","45"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-01-12","0.00","0.0","0.0",,"66","42"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-01-13","0.00","0.0","0.0",,"72","49"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-01-14","0.00","0.0","0.0",,"74","55"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-01-15","0.00","0.0","0.0",,"73","46"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-01-16","0.05","0.0","0.0",,"46","29"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-01-17","0.00","0.0","0.0",,"50","30"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-01-18","0.00","0.0","0.0",,"70","28"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-01-19","0.00","0.0","0.0",,"77","47"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-01-20","0.00","0.0","0.0",,"75","51"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-01-21","0.00","0.0","0.0",,"65","40"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-01-22","0.76","0.0","0.0",,"70","51"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-01-23","0.00","0.0","0.0",,"53","41"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-01-24","0.00","0.0","0.0",,"67","38"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-01-25","0.00","0.0","0.0",,"75","43"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-01-26","0.00","0.0","0.0",,"75","54"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-01-27","0.00","0.0","0.0",,"75","58"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-01-28","0.00","0.0","0.0",,"69","51"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-01-29","0.00","0.0","0.0",,"63","42"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-01-30","0.02","0.0","0.0",,"72","58"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-01-31","0.70","0.0","0.0",,"76","55"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-02-01","0.03","0.0","0.0",,"66","54"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-02-02","0.00","0.0","0.0",,"71","49"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-02-03","0.00","0.0","0.0",,"77","45"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-02-04","0.00","0.0","0.0",,"73","55"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-02-05","0.00","0.0","0.0",,"76","61"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-02-06","0.00","0.0","0.0",,"67","56"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-02-07","0.00","0.0","0.0",,"67","49"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-02-08","0.00","0.0","0.0",,"65","44"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-02-09","0.00","0.0","0.0",,"70","57"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-02-10","0.11","0.0","0.0",,"70","64"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-02-11","0.38","0.0","0.0",,"69","44"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-02-12","0.00","0.0","0.0",,"59","38"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-02-13","0.00","0.0","0.0",,"56","40"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-02-14","0.59","0.0","0.0",,"52","44"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-02-15","0.00","0.0","0.0",,"65","38"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-02-16","0.00","0.0","0.0",,"68","44"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-02-17","0.00","0.0","0.0",,"57","45"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-02-18","0.07","0.0","0.0",,"61","45"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-02-19","0.01","0.0","0.0",,"73","60"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-02-20","0.51","0.0","0.0",,"68","43"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-02-21","0.00","0.0","0.0",,"50","36"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-02-22","0.00","0.0","0.0",,"51","36"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-02-23","0.93","0.0","0.0",,"46","40"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-02-24","0.65","0.0","0.0",,"52","40"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-02-25","0.12","0.0","0.0",,"53","49"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-02-26","0.00","0.0","0.0",,"67","45"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-02-27","0.00","0.0","0.0",,"75","44"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-02-28","0.00","0.0","0.0",,"76","57"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-01","0.00","0.0","0.0",,"77","64"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-02","0.01","0.0","0.0",,"72","65"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-03","0.00","0.0","0.0",,"81","63"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-04","0.00","0.0","0.0",,"65","47"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-05","0.00","0.0","0.0",,"61","42"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-06","0.00","0.0","0.0",,"70","51"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-07","0.00","0.0","0.0",,"73","54"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-08","0.01","0.0","0.0",,"72","62"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-09","0.00","0.0","0.0",,"70","58"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-10","0.04","0.0","0.0",,"76","62"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-11","0.00","0.0","0.0",,"77","66"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-12","0.00","0.0","0.0",,"74","60"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-13","0.00","0.0","0.0",,"79","58"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-14","0.00","0.0","0.0",,"83","68"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-15","0.00","0.0","0.0",,"77","61"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-16","0.00","0.0","0.0",,"73","57"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-17","0.00","0.0","0.0",,"79","65"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-18","0.00","0.0","0.0",,"85","68"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-19","0.00","0.0","0.0",,"72","61"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-20","0.00","0.0","0.0",,"79","61"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-21","0.00","0.0","0.0",,"84","65"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-22","0.00","0.0","0.0",,"84","67"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-23","0.00","0.0","0.0",,"82","56"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-24","0.00","0.0","0.0",,"83","55"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-25","0.00","0.0","0.0",,"78","55"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-26","0.00","0.0","0.0",,"80","55"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-27","0.00","0.0","0.0",,"83","62"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-28","0.00","0.0","0.0",,"80","58"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-29","0.00","0.0","0.0",,"78","53"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-30","0.01","0.0","0.0",,"78","68"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-03-31","0.00","0.0","0.0",,"85","69"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-01","0.05","0.0","0.0",,"83","69"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-02","0.07","0.0","0.0",,"73","60"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-03","0.00","0.0","0.0",,"76","58"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-04","0.00","0.0","0.0",,"79","54"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-05","0.03","0.0","0.0",,"76","62"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-06","0.14","0.0","0.0",,"83","62"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-07","0.00","0.0","0.0",,"82","59"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-08","0.00","0.0","0.0",,"84","65"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-09","0.00","0.0","0.0",,"89","69"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-10","0.00","0.0","0.0",,"83","65"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-11","0.00","0.0","0.0",,"84","64"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-12","0.00","0.0","0.0",,"73","50"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-13","0.00","0.0","0.0",,"68","44"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-14","0.00","0.0","0.0",,"74","52"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-15","0.00","0.0","0.0",,"85","63"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-16","0.00","0.0","0.0",,"75","52"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-17","0.00","0.0","0.0",,"80","54"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-18","0.00","0.0","0.0",,"78","52"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-19","0.00","0.0","0.0",,"67","46"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-20","0.00","0.0","0.0",,"71","47"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-21","0.00","0.0","0.0",,"74","48"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-22","0.00","0.0","0.0",,"79","56"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-23","0.00","0.0","0.0",,"79","70"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-24","0.42","0.0","0.0",,"74","64"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-25","0.01","0.0","0.0",,"84","65"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-26","0.00","0.0","0.0",,"83","57"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-27","0.00","0.0","0.0",,"81","56"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-28","0.08","0.0","0.0",,"77","63"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-29","0.47","0.0","0.0",,"84","62"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-04-30","0.00","0.0","0.0",,"92","64"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-01","0.00","0.0","0.0",,"88","66"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-02","0.00","0.0","0.0",,"87","67"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-03","0.35","0.0","0.0",,"80","67"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-04","1.25","0.0","0.0",,"72","57"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-05","0.00","0.0","0.0",,"75","53"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-06","0.00","0.0","0.0",,"81","58"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-07","0.00","0.0","0.0",,"88","59"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-08","0.00","0.0","0.0",,"90","66"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-09","0.00","0.0","0.0",,"85","71"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-10","0.01","0.0","0.0",,"87","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-11","0.00","0.0","0.0",,"84","73"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-12","1.59","0.0","0.0",,"82","65"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-13","0.97","0.0","0.0",,"80","64"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-14","0.37","0.0","0.0",,"67","61"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-15","0.73","0.0","0.0",,"76","67"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-16","0.01","0.0","0.0",,"84","68"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-17","0.04","0.0","0.0",,"85","76"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-18","2.54","0.0","0.0",,"79","67"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-19","0.00","0.0","0.0",,"88","66"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-20","0.00","0.0","0.0",,"89","68"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-21","0.00","0.0","0.0",,"88","77"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-22","0.00","0.0","0.0",,"88","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-23","0.00","0.0","0.0",,"89","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-24","0.00","0.0","0.0",,"88","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-25","0.00","0.0","0.0",,"88","74"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-26","0.00","0.0","0.0",,"91","73"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-27","0.00","0.0","0.0",,"91","68"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-28","0.00","0.0","0.0",,"92","71"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-29","0.00","0.0","0.0",,"91","73"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-30","0.00","0.0","0.0",,"91","71"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-05-31","0.00","0.0","0.0",,"90","72"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-01","0.00","0.0","0.0",,"92","70"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-02","0.00","0.0","0.0",,"95","71"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-03","0.00","0.0","0.0",,"94","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-04","0.00","0.0","0.0",,"92","72"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-05","0.00","0.0","0.0",,"91","72"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-06","0.00","0.0","0.0",,"91","71"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-07","0.00","0.0","0.0",,"93","74"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-08","0.00","0.0","0.0",,"92","76"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-09","0.00","0.0","0.0",,"95","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-10","0.00","0.0","0.0",,"94","73"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-11","0.17","0.0","0.0",,"96","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-12","0.43","0.0","0.0",,"93","70"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-13","0.00","0.0","0.0",,"96","68"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-14","0.00","0.0","0.0",,"97","74"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-15","0.00","0.0","0.0",,"95","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-16","0.00","0.0","0.0",,"93","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-17","0.00","0.0","0.0",,"96","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-18","0.00","0.0","0.0",,"98","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-19","0.00","0.0","0.0",,"96","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-20","0.00","0.0","0.0",,"98","74"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-21","0.00","0.0","0.0",,"98","74"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-22","0.00","0.0","0.0",,"99","74"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-23","0.00","0.0","0.0",,"95","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-24","0.00","0.0","0.0",,"93","76"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-25","0.00","0.0","0.0",,"92","76"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-26","0.00","0.0","0.0",,"96","77"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-27","0.00","0.0","0.0",,"94","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-28","0.08","0.0","0.0",,"90","77"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-29","2.81","0.0","0.0",,"82","72"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-06-30","0.00","0.0","0.0",,"91","76"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-01","0.00","0.0","0.0",,"91","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-02","0.00","0.0","0.0",,"93","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-03","0.00","0.0","0.0",,"92","77"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-04","0.00","0.0","0.0",,"93","77"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-05","0.00","0.0","0.0",,"95","77"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-06","0.00","0.0","0.0",,"96","77"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-07","0.00","0.0","0.0",,"96","76"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-08","0.00","0.0","0.0",,"95","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-09","0.00","0.0","0.0",,"98","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-10","0.00","0.0","0.0",,"96","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-11","0.00","0.0","0.0",,"90","76"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-12","0.00","0.0","0.0",,"90","72"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-13","0.05","0.0","0.0",,"82","73"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-14","0.00","0.0","0.0",,"89","73"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-15","0.00","0.0","0.0",,"90","72"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-16","0.00","0.0","0.0",,"91","73"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-17","0.00","0.0","0.0",,"95","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-18","0.00","0.0","0.0",,"94","77"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-19","0.00","0.0","0.0",,"94","77"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-20","0.06","0.0","0.0",,"92","77"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-21","0.00","0.0","0.0",,"95","80"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-22","0.00","0.0","0.0",,"97","79"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-23","0.27","0.0","0.0",,"93","78"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-24","0.02","0.0","0.0",,"89","76"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-25","0.05","0.0","0.0",,"93","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-26","0.00","0.0","0.0",,"95","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-27","0.00","0.0","0.0",,"93","74"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-28","0.00","0.0","0.0",,"93","74"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-29","0.00","0.0","0.0",,"92","76"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-30","0.00","0.0","0.0",,"92","76"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-07-31","1.61","0.0","0.0",,"89","71"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-08-01","0.00","0.0","0.0",,"82","74"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-08-02","0.92","0.0","0.0",,"82","73"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-08-03","0.00","0.0","0.0",,"93","74"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-08-04","0.00","0.0","0.0",,"95","73"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-08-05","0.00","0.0","0.0",,"96","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-08-06","0.00","0.0","0.0",,"97","74"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-08-07","0.00","0.0","0.0",,"97","74"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-08-08","0.00","0.0","0.0",,"99","73"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-08-09","0.00","0.0","0.0",,"100","76"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-08-10","0.00","0.0","0.0",,"97","77"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-08-11","0.00","0.0","0.0",,"96","78"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-08-12","0.00","0.0","0.0",,"96","76"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-08-13","0.00","0.0","0.0",,"93","77"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-08-14","0.00","0.0","0.0",,"93","76"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-08-15","0.00","0.0","0.0",,"94","76"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-08-16","0.00","0.0","0.0",,"91","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-08-17","0.00","0.0","0.0",,"91","74"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-08-18","0.00","0.0","0.0",,"92","75"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-08-19","1.11","0.0","0.0",,"93","72"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1953-08-20","0.05","0.0","0.0",,"80","70"
