EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON
51401,SUFFOLK CO.,BOSTON,07/28/2007,1535,Thunderstorm Wind,50.00, ,0,0,0,0,MA,EST-5,EG,9033,C,25,BOX,0,0,Amateur Radio, , , ,0,N,0,N,BOSTON,07/28/2007,1535,42.32,-71.07,42.32,-71.07
64853,SUFFOLK (ZONE), ,11/03/2007,1159,High Wind,50.00, ,0,0,7000,0,MA,EST-5,EG,11803,Z,15,BOX,0,0,Amateur Radio, , , , , , , , ,11/03/2007,1352, , , , 
71012,SUFFOLK (ZONE), ,12/16/2007,430,Heavy Snow, , ,0,0,7500,0,MA,EST-5, ,12867,Z,15,BOX,0,0,Trained Spotter, , , , , , , , ,12/16/2007,2030, , , , 
70856,SUFFOLK (ZONE), ,12/19/2007,1600,Heavy Snow, , ,0,0,0,0,MA,EST-5, ,12837,Z,15,BOX,0,0,NWS Employee, , , , , , , , ,12/21/2007,400, , , , 
75723,SUFFOLK (ZONE), ,01/14/2008,430,Heavy Snow, , ,0,0,55000,0,MA,EST-5, ,13558,Z,15,BOX,0,0,Trained Spotter, , , , , , , , ,01/14/2008,1600, , , , 
80345,SUFFOLK (ZONE), ,02/10/2008,1610,Strong Wind,49.00, ,0,0,20000,0,MA,EST-5,MG,14291,Z,15,BOX,0,0,Amateur Radio, , , , , , , , ,02/10/2008,2130, , , , 
80901,SUFFOLK CO.,ALLSTON,02/13/2008,1537,Flood, , ,0,0,5000,0,MA,EST-5, ,14382,C,25,BOX,0,0,Amateur Radio,Heavy Rain, , ,1,N,1,W,ALLSTON,02/13/2008,2100,42.3645,-71.13,42.35,-71.1496
79876,SUFFOLK (ZONE), ,02/22/2008,1200,Heavy Snow, , ,0,0,0,0,MA,EST-5, ,14215,Z,15,BOX,0,0,NWS Employee, , , , , , , , ,02/23/2008,800, , , , 
117372,SUFFOLK CO.,BOSTON,06/24/2008,1635,Thunderstorm Wind,50.00, ,0,0,5000,0,MA,EST-5,EG,19765,C,25,BOX,0,0,Amateur Radio, , , ,0,N,0,N,BOSTON,06/24/2008,1635,42.32,-71.07,42.32,-71.07
117803,SUFFOLK CO.,DORCHESTER,06/27/2008,1300,Thunderstorm Wind,50.00, ,0,0,1000,0,MA,EST-5,EG,19856,C,25,BOX,0,0,Broadcast Media, , , ,0,N,0,N,DORCHESTER,06/27/2008,1300,42.28,-71.08,42.28,-71.08
