DATE,deaths,injuries
2018-01-04,0,0
2018-01-06,0,0
2018-01-12,0,0
2018-01-30,0,0
2018-02-07,0,0
2018-02-17,0,0
2018-03-02,0,0
2018-03-07,0,0
2018-03-13,0,0
2018-05-04,0,0
2018-05-15,0,0
2018-06-25,0,0
2018-07-03,0,0
2018-07-17,0,0
2018-08-12,0,0
2018-09-18,0,0
2018-09-25,0,0
2018-10-15,0,0
2018-10-17,0,0
2018-10-27,0,0
2018-11-03,0,0
2018-11-16,0,0
2018-11-25,0,0
2018-12-21,0,0
2019-01-19,0,0
2019-01-20,0,0
2019-01-24,0,0
2019-02-08,0,0
2019-02-18,0,0
2019-02-25,0,0
2019-03-03,0,0
2019-04-15,0,0
2019-06-29,0,0
2019-07-06,0,0
2019-07-17,0,0
2019-07-31,0,0
2019-08-07,0,0
2019-10-16,0,0
2019-10-17,0,0
2019-10-28,0,0
2020-01-12,0,0
2020-02-07,0,1
2020-03-06,0,0
2020-04-03,0,0
2020-04-09,0,0
2020-04-13,0,0
2020-04-22,0,0
2020-05-09,0,0
2020-05-15,0,0
2020-06-28,0,0
2020-07-23,0,0
2020-08-04,0,0
2020-08-23,0,0
2020-09-22,0,0
2020-09-30,0,0
2020-10-07,0,0
2020-10-30,0,0
2020-11-15,0,0
2020-11-30,0,0
2020-12-05,0,0
2020-12-16,0,0
2020-12-17,0,0
2020-12-25,0,0
2021-02-02,0,0
2021-02-07,0,0
2021-03-01,0,0
2021-03-13,0,0
2021-03-29,0,0
2021-06-29,0,0
2021-06-30,0,0
2021-07-07,0,0
2021-07-09,0,0
2021-07-23,0,0
2021-07-27,0,0
2021-08-22,0,0
2021-09-02,0,0
2021-10-26,0,0
2021-12-06,0,0
2022-01-07,0,0
2022-01-14,0,0
2022-01-17,0,0
2022-01-28,0,0
2022-02-25,0,0
2022-03-08,0,0
2022-04-19,0,0
2022-05-22,0,0
2022-08-07,0,0
2022-11-20,0,0
2022-11-30,0,0
